"file","method","entropy","mae","mse","sd","ci"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","ML",4.36361231136451,0.00228817731977893,8.10915647310547e-06,0.00285734757502536,"[4.357953419006, 4.36936649874587]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","MM",4.36377575772343,0.00228843270471475,8.11306357636774e-06,0.00285778559999933,"[4.35811054458776, 4.36952605048452]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","Laplace",4.36491989880105,0.00229249079154446,8.16735222496732e-06,0.00286175465682322,"[4.35915461624776, 4.37059203671965]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","CS",4.36376124431434,0.00228902002575736,8.13528274841355e-06,0.00285862634495232,"[4.35804417661137, 4.36946815111372]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","shrink",4.36397778500157,0.00228918727665464,8.12060602707732e-06,0.00285867815465856,"[4.35830338022417, 4.36972172260113]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","Jeffreys",4.36426958376195,0.00228926773737762,8.13645776139327e-06,0.00285946211623449,"[4.35855652881045, 4.36998177314522]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","SG",4.36363265786142,0.00228817835761571,8.10948845960975e-06,0.00285735900015388,"[4.35797279772122, 4.36938596978394]"
"data/books/theGreatGatsby_tokens_1-gram_char.txt","minimax",4.37382870297622,0.00231635820921527,8.40297450993313e-06,0.00287099316044629,"[4.36775952988366, 4.37926353602379]"
