tweet_id
1434728692702400512
1434728697421078528
1434728699983659008
1434728702126944256
1434728713044873216
1434728714206601216
1434728714806386688
1434728718623141888
1434728718946111488
1434728722909777920
1434728732384808960
1434728737346662400
1434728740345589760
1434728748117544960
1434728748738392064
1434728749560385536
1434728750466412544
1434728755315060736
1434728762982076416
1434728769487466496
1434728775938347008
1434728776366231552
1434728780501708800
1434728780896079872
1434728794565365760
1434728797123891200
1434728802240892928
1434728803734114304
1434728804102983680
1434728807072628736
1434728807089459200
1434728815289319424
1434728815666909184
1434728819668049920
1434728819852709888
1434728824160276480
1434728824529309696
1434728827503140864
1434728829734510592
1434728830279639040
1434728835073912832
1434728845043662848
1434728845559533568
1434728853629505536
1434728853864394752
1434728854665318400
1434728862642950144
1434728862999404544
1434728874466754560
1434728877385945088
1434728877629136896
1434728878103306240
1434728879365763072
1434728880921788416
1434728892971970560
1434728894142296064
1434728899443761152
1434728899573735424
1434728900332961792
1434728903936024576
1434728908302077952
1434728910948732928
1434728919391948800
1434728919601717248
1434728923275870208
1434728923544395776
1434728923590369280
1434728927092740096
1434728932616589312
1434728933757370368
1434728933795139584
1434728934185181184
1434728937205248000
1434728938933207040
1434728939658698752
1434728940174667776
1434728940401274880
1434728941751840768
1434728942850740224
1434728955244728320
1434728955580321792
1434728955957809152
1434728956423462912
1434728958856028160
1434728963335618560
1434728964556148736
1434728964929449984
1434728970562555904
1434728971866820608
1434728973020188672
1434728977642442752
1434728977973665792
1434728983854084096
1434728984722477056
1434728987511586816
1434728988526747648
1434728993329229824
1434728994130235392
1434728996000911360
1434728996499906560
1434729008332083200
1434729010114744320
1434729010693648384
1434729026631909376
1434729036194873344
1434729036761108480
1434729048660267008
1434729067165765632
1434729081250009088
1434729081258463232
1434729081287806976
1434729081652740096
1434729082546126848
1434729085419151360
1434729087059124224
1434729087810084864
1434729094869028864
1434729105153474560
1434729106218708992
1434729113047162880
1434729115706281984
1434729118491283456
1434729128658305024
1434729130038202368
1434729134303940608
1434729135142625280
1434729135541133312
1434729148144967680
1434729152683331584
1434729156323864576
1434729160837062656
1434729164158947328
1434729167124377600
1434729170446295040
1434729170928652288
1434729177329045504
1434729181175336960
1434729189685571584
1434729216680075264
1434729221784436736
1434729226536620032
1434729226725363712
1434729229392941056
1434729230647058432
1434729233096445952
1434729247277522944
1434729249382928384
1434729266025951232
1434729271843508224
1434729282220212224
1434729282631241728
1434729282669056000
1434729291468607488
1434729307142868992
1434729315187503104
1434729315460124672
1434729318530289664
1434729324372955136
1434729324993732608
1434729325392121856
1434729326730260480
1434729326902067200
1434729327560728576
1434729327980126208
1434729334472941568
1434729335357849600
1434729341578055680
1434729343117266944
1434729348628508672
1434729366429310976
1434729369256316928
1434729369923108864
1434729391137845248
1434729392446443520
1434729396678561792
1434729401824907264
1434729411023081472
1434729411941580800
1434729414105894912
1434729414890196992
1434729415418712064
1434729418178633728
1434729423887085568
1434729427921866752
1434729428978909184
1434729433017905152
1434729433730990080
1434729442870546432
1434729446041219072
1434729449233137664
1434729450294300672
1434729456170463232
1434729456548163584
1434729456644485120
1434729457227636736
1434729459383508992
1434729460696289280
1434729460821991424
1434729461660807168
1434729464269721600
